CUST_ID,BALANCE_FREQUENCY,PURCHASES,PAYMENTS,CREDIT_LIMIT,CASH_ADVANCE
C14224,1,257.71,623.314494,1000,0
C14225,1,1957.45,1934.825977,6000,0
C14226,1,1062.94,584.660133,1800,0
C14227,1,487.75,791.115227,3500,266.614527
C14228,1,5591.26,2314.208069,9500,1074.347669
C14229,1,0,209.297618,1500,1253.614385
C14230,1,1973,630.766685,6500,0
C14231,1,327.99,559.386373,1200,0
C14232,1,0,153.610279,8500,368.716548
C14233,0.181818,80,76.188977,7500,0
C14234,0.636364,0,657.048813,750,279.060127
C14235,1,2025.96,1354.420552,5600,0
C14236,0.777778,2481.55,524.564867,5000,0
C14237,0.181818,0,19.342419,1800,962.466343
C14238,1,4162.66,4103.998759,5000,0
C14239,1,32.1,2303.317555,6000,1830.046883
C14240,1,1902.47,1896.961677,7000,0
C14241,1,0,2077.205644,12000,4127.528187
C14242,0.818182,3561.31,3156.901501,5500,0
C14243,1,555.84,229.068913,1500,0
C14244,0.363636,0,109.244925,6000,39.348512
C14245,0.727273,411.3,6981.148039,2500,4327.056723
C14246,0.636364,463.36,1070.3377,7500,0
C14247,1,0,5233.68971,5000,1183.00691
C14248,1,490,1130.147035,6000,1470.99071
C14249,1,5988.29,2458.531724,7000,0
C14250,0.333333,134.87,41.580849,3000,0
C14251,1,4342.68,4105.36943,6900,385.830526
C14252,0.909091,528.65,539.9677,2000,0
C14253,1,422.68,3752.094461,3500,3406.374587
C14254,1,2001.35,2111.180988,4000,466.60762
C14255,1,1122.3,3231.526204,4000,1425.965785
C14256,1,5288.28,4246.168346,22000,0
C14257,1,583.2,370.803775,2000,0
C14258,1,2170.6,1943.742193,1500,0
C14259,1,0,1009.612835,5000,178.893987
C14260,1,0,4398.578094,11000,3604.51247
C14261,1,0,661.437579,3000,779.396921
C14262,1,1446.48,4537.716739,13000,0
C14263,1,85.12,100.258283,7000,0
C14264,1,205,665.239171,10500,4548.057776
C14265,1,264.35,180.129661,1500,0
C14266,0.727273,1646.48,6543.279871,4500,2934.748266
C14267,1,780.38,1842.23355,1500,144.37846
C14268,1,1027.28,1822.954828,2000,0
C14269,1,632.84,626.111312,1500,0
C14270,1,257,423.058905,6500,0
C14271,1,2217.87,2125.932737,6500,2452.383654
C14272,1,810.6,700.22051,2500,0
C14273,0.545455,626.98,450.633632,3000,0
C14274,0.833333,349.04,231.019657,1500,1477.68366
C14275,0.545455,0,2591.841437,7000,1196.579583
C14276,1,1166.76,1137.865785,3000,0
C14277,1,1142.6,1881.871223,5000,0
C14278,1,691.66,1395.925667,1500,992.321871
C14279,1,0,435.64194,2500,1016.336335
C14280,1,506,662.272892,6000,0
C14281,0.272727,0,339.612072,3000,2498.547619
C14282,1,0,239.189487,1200,1143.502627
C14283,1,2393.89,4439.641308,10000,2145.718983
C14284,0.727273,0,1967.176481,1500,1349.479114
C14285,1,720.6,664.033022,9000,18.985087
C14286,1,191.67,443.248137,1200,0
C14287,0.727273,0,414.896217,2500,447.255199
C14288,1,0,1377.52604,8000,102.621184
C14289,0.363636,186.32,28.317708,600,0
C14290,0.909091,41.4,147.786034,1200,0
C14291,1,81.84,487.001643,2500,1570.966236
C14292,1,1232.59,857.740923,4000,450.908415
C14293,0.272727,303.24,775.085467,3000,0
C14294,1,0,1703.232165,13000,2583.510846
C14295,1,1045.76,269.325785,2500,1478.541555
C14297,0.272727,325.8,1300.942779,3200,0
C14298,0.8,2619.7,2045.152399,6000,3041.40624
C14299,0.545455,374.63,767.182519,1600,0
C14300,1,1884.04,2249.919761,5000,104.557174
C14301,1,974.72,1064.701886,10000,0
C14302,1,550.95,521.433223,4000,0
C14303,1,544.76,1124.28278,2000,0
C14304,1,370.74,540.848608,1000,710.440728
C14305,0.857143,469.14,446.737399,1500,0
C14306,0.363636,1234.32,2837.676536,10000,0
C14307,0.909091,827.4,755.916603,6600,0
C14308,0.363636,0,1282.18451,3000,1283.543377
C14309,1,322.33,524.430161,6500,0
C14310,1,150,550.522713,1800,0
C14311,1,99.5,1865.566177,12500,3215.576129
C14312,1,66,5100.05147,5000,5478.844017
C14313,1,2457.53,1140.70277,8000,6088.185478
C14314,1,170,694.899932,6500,0
C14315,1,92.07,355.798199,1200,81.509491
C14316,0.714286,960,199.836894,2000,531.964001
C14317,1,537.36,1133.874141,1500,625.807503
C14318,0.545455,86.4,265.768812,2000,0
C14319,1,1117.35,1060.951647,5000,0
C14320,1,0,313.83656,1500,602.502862
C14322,1,3355.73,1254.550076,4000,887.518919
C14323,1,133.9,427.35515,1200,269.234406
C14324,1,9751.9,8418.403666,4500,0
C14325,1,201.18,189.904819,3000,0
C14326,0.909091,805.25,797.688136,4000,0
C14327,1,128.32,239.784988,4750,0
C14328,1,475.36,1927.992694,8500,1634.030482
C14329,1,976.98,742.950103,7000,0
C14330,1,2311.83,1778.093952,4500,0
C14331,0.909091,2292.41,2411.035394,7500,96.310823
C14332,0.888889,80.99,3855.328673,1500,2867.104779
C14333,1,0,1307.896832,6000,3449.910317
C14334,1,3510.42,3868.013636,6500,0
C14335,1,274.45,500.083333,3000,889.383583
C14336,1,639.15,1095.752072,3000,443.668004
C14337,0.875,0,218.402942,1200,1202.332312
C14338,0.272727,17945,50721.48336,18000,0
C14339,0.636364,1757.91,2279.094703,1800,1009.683036
C14340,0.545455,68.02,125.516216,4000,0
C14341,1,0,1265.31093,6000,2231.203315
C14342,1,431.28,342.768161,1000,0
C14343,1,210.64,295.155445,3500,0
C14344,1,212,596.834019,1200,0
C14345,1,129,284.596786,5500,0
C14346,1,229.94,783.528158,1800,901.185629
C14347,0.818182,2536.27,2298.104409,6000,0
C14348,1,220.4,468.683047,2500,2274.848149
C14349,0.363636,129.16,375.36099,15000,0
C14350,1,4837.88,3695.744108,15500,289.117803
C14351,1,240,366.532467,1200,0
C14352,1,247.5,283.50846,4000,0
C14353,1,4626.36,4549.881872,3800,305.257038
C14354,1,0,681.29005,1800,635.299075
C14355,1,0,275.676251,2500,135.256159
C14356,1,182.64,304.822958,1500,109.600359
C14357,1,121.93,375.493789,4000,3398.994695
C14358,0.909091,2722.34,2165.330989,1200,0
C14359,1,0,682.561453,6000,3411.430841
C14360,1,27.89,440.707307,2000,47.998873
C14361,1,79.41,868.377193,6500,0
C14362,1,504,759.461397,1000,0
C14363,1,1311.8,384.218293,2500,0
C14364,0.454545,608.8,1531.142227,6000,0
C14365,0.7,788.08,689.403349,13000,0
C14366,1,950.39,549.682725,4000,340.308868
C14367,1,0,2709.478892,12000,3500.334072
C14368,1,219.4,591.736846,1200,0
C14369,0.454545,1310.31,272.821647,3500,1502.01432
C14370,1,0,3031.587665,14000,3252.260115
C14371,1,0,304.037261,1200,374.200459
C14372,0.545455,240.25,469.841016,2700,0
C14373,0.454545,69.5,98.275388,400,0
C14374,1,561.25,597.664886,7700,1991.754101
C14375,1,1839.69,477.773934,5000,0
C14376,0.636364,504.08,448.622511,4500,0
C14377,0.818182,1105,1224.344711,2500,0
C14378,0.909091,6398.73,7443.80581,10500,271.370767
C14379,0.454545,178.15,229.376368,5000,0
C14380,1,424.5,142.123847,4000,0
C14381,1,0,6285.292115,6000,8886.28396
C14382,1,2830.48,7224.787261,8500,1703.103212
C14383,1,147.96,525.331558,1900,0
C14384,1,3702.79,4168.726662,5000,202.413978
C14385,0.727273,266.56,395.242487,4500,0
C14386,1,0,375.642608,7000,293.856915
C14387,1,1681.1,758.24314,2400,0
C14388,1,210.62,703.616107,1500,0
C14389,1,408.01,1027.411988,7500,0
C14390,1,1338.72,1753.988494,9500,0
C14391,1,1119.56,6892.546158,7000,5582.881679
C14392,1,0,342.973205,1200,1289.130072
C14393,0.454545,0,2653.659381,1200,991.835378
C14394,1,4793.35,647.406275,2700,0
C14395,0.818182,171.6,168.370514,4000,0
C14396,0.636364,0,159.573297,1800,998.99144
C14397,0.909091,0,2193.419369,2000,1729.084515
C14398,1,906.5,922.33766,6000,0
C14399,0.181818,37,213.066673,3000,0
C14400,1,20747.34,17005.40969,10000,0
C14401,1,1823.56,890.623152,1800,435.165222
C14402,1,1614.27,1276.0373,7500,588.059618
C14403,1,3196.22,3556.432004,4000,0
C14404,1,0,2937.01018,3500,1046.611295
C14405,1,2647.9,7657.885804,9000,0
C14406,1,1123.59,561.72022,5000,0
C14407,1,1294.97,1098.051237,2500,307.201386
C14408,1,951.05,693.302893,2600,0
C14409,1,3146.25,2602.065596,4000,0
C14410,1,171.65,256.698968,1200,0
C14411,1,147.82,337.812755,1000,784.229265
C14412,0.818182,192.92,834.627595,5500,0
C14413,1,0,1018.476355,6500,1387.850238
C14414,1,8218.32,3318.260207,12000,0
C14415,1,2391.44,2536.830662,5000,49.410478
C14416,0.909091,177.35,1775.784106,8000,0
C14417,1,8581.29,1571.883,10500,225.473003
C14418,1,270,308.698498,1200,0
C14419,1,594.95,9630.24637,5000,8287.780882
C14421,1,0,250.72198,3700,652.119509
C14422,1,43,298.266234,1500,0
C14423,1,995.07,363.992366,1400,555.033556
C14424,0.5,0,1417.666972,1500,1409.048702
C14425,0.1,2190,2.389583,2500,0
C14426,1,393.87,1536.774213,6000,0
C14427,0.181818,75,289.742219,3400,0
C14428,0.272727,494.6,456.293143,4000,0
C14429,0.727273,851.38,964.675607,8500,0
C14430,0.727273,276,1316.604491,1200,0
C14431,1,0,1897.854153,8000,1971.469655
C14432,0.888889,2257.28,3612.992662,8500,281.877943
C14433,1,0,338.654717,3500,3163.898453
C14434,1,450,395.680968,4000,0
C14435,1,0,2194.131117,9500,9670.775878
C14436,1,1501.08,1647.245926,8500,4730.837305
C14437,0.818182,0,602.563865,3000,2617.930904
C14439,1,64.2,647.437157,3000,0
C14440,0.636364,284.11,1765.584677,1500,855.147084
C14441,1,0,1368.734996,1200,159.333467
C14442,1,253,445.652564,2900,2622.759643
C14443,0.818182,711.8,2007.282363,8500,0
C14444,0.909091,1400,1307.099065,7500,0
C14445,1,0,359.180202,1200,54.67143
C14447,1,6493.25,5777.820302,3200,0
C14448,0.545455,311.55,525.904979,1200,0
C14449,0.727273,372.36,347.937039,4000,1655.625508
C14450,1,524.7,1772.643444,1200,1168.556598
C14451,0.727273,0,4103.204766,6000,3254.66653
C14452,1,175.4,2524.423875,1200,1816.49181
C14453,0.333333,0,1233.178997,1200,265.334594
C14455,1,2276.41,3755.786767,4500,628.841571
C14456,1,616,526.820014,1000,0
C14457,0.545455,299.84,577.023407,3000,0
C14458,1,445.18,673.563611,1200,0
C14459,1,0,654.1843,10000,576.920984
C14460,0.7,91.46,77.334707,1500,0
C14461,1,1454.16,1828.965302,3000,0
C14462,1,411.2,1753.647095,8000,2943.158701
C14463,0.545455,241,401.109047,1200,0
C14464,0.545455,970.57,1113.617785,7200,0
C14465,1,1700,1271.291305,8000,0
C14466,0.636364,1034.4,1905.378315,1200,0
C14467,0.727273,264.02,274.692435,7000,0
C14468,1,191.98,978.453301,2000,0
C14469,1,0,1120.65839,3000,985.337823
C14470,0.888889,2659.35,2249.612405,6000,4851.392018
C14471,1,1749.72,6481.117394,6000,3738.635191
C14472,1,1499.12,1844.394398,4500,2312.556328
C14473,1,0,2952.279108,2500,2599.489045
C14474,1,289.9,714.619326,9500,0
C14475,1,1293.04,891.734089,7500,0
C14476,1,367.44,360.925707,5700,0
C14477,1,332.74,399.729843,2500,0
C14478,1,1974.04,1920.094402,7000,4310.515986
C14479,1,0,465.698012,5500,1116.430456
C14480,0,232.2,415.603589,1500,0
C14481,1,0,1696.073522,1500,1523.162883
C14482,1,2216.6,2268.296871,3500,1353.5452
C14483,1,0,160.482027,2500,1148.512914
C14484,1,0,317.447893,1200,108.260087
C14485,1,0,899.712442,15500,2238.32876
C14486,0.818182,2956.2,2845.336693,5500,0
C14487,1,20,2069.263442,7500,0
C14488,1,1216.58,603.722261,4000,0
C14489,1,473.64,501.511019,1200,956.509038
C14490,1,0,13893.86739,14500,5672.920976
C14492,0.909091,1326.75,1132.512843,1500,0
C14493,1,1073.5,1009.068974,4000,328.279184
C14494,1,3936.51,2183.769759,10000,517.562968
C14495,1,0,502.200633,1600,183.230915
C14496,1,341.48,381.231169,4000,0
C14497,0.545455,2351.58,3711.189548,4500,0
C14498,1,1225,1467.532097,1900,0
C14499,1,7739.48,2688.447014,8000,0
C14500,0.909091,0,540.703321,3000,2132.985725
C14501,1,2476.9,2190.775297,7000,0
C14502,1,2199.65,2577.703016,6000,0
C14503,0.555556,0,7313.426958,8500,6897.966615
C14504,1,421.2,410.786446,2000,0
C14505,1,3848.92,1450.987082,12000,8383.293085
C14506,1,979.11,1097.760409,2900,809.443906
C14507,1,0,713.179379,3000,154.629617
C14508,1,31.23,4045.49694,2500,1896.550326
C14509,1,855.99,816.582936,3000,0
C14510,1,2564.08,1363.695769,8500,0
C14511,1,451.9,569.867313,2500,0
C14512,1,4381.86,2410.061408,7000,951.294749
C14513,1,79,357.720268,1500,0
C14514,0.272727,305.79,566.857973,3000,0
C14515,1,1186.09,1487.08197,500,513.979897
C14516,1,1847.57,1652.359591,3350,0
C14517,1,746.31,3286.143282,4200,1535.853619
C14518,0.454545,530,538.553454,1000,0
C14519,1,1240.04,2724.967965,8000,3681.231518
C14520,1,1831.57,427.189102,8000,1909.684135
C14521,1,49.89,348.530192,1500,59.673576
C14522,0.727273,326.64,3434.224242,3000,0
C14523,1,0,422.017882,2000,233.246267
C14524,0,18.77,0,5000,0
C14525,1,0,266.59382,1500,275.762341
C14526,1,2219.53,2073.117846,5700,0
C14527,1,0,343.313124,1200,48.919105
C14528,0.181818,99,96.255421,1500,0
C14529,1,1517.85,1157.021023,6000,185.169509
C14530,0.875,245.85,209.736381,1500,0
C14531,1,71.8,304.742004,3500,0
C14532,1,3669.72,3512.263933,13000,0
C14533,1,0,857.062706,3000,435.240217
C14534,1,324.3,7975.31466,7000,3965.922581
C14535,1,0,327.423796,1200,277.70324
C14536,0.363636,0,20740.15941,10500,3358.172644
C14537,0.181818,0,10893.77844,3000,1369.366015
C14538,1,847.66,3273.326636,7500,1201.188255
C14539,0.454545,133.16,210.448172,6500,0
C14540,1,285.69,389.787483,3000,463.813261
C14541,1,94,539.459472,1400,234.639631
C14542,1,0,2933.325551,10500,7107.137059
C14543,0.818182,330.25,509.309215,2500,0
C14544,1,356.62,641.34086,1600,0
C14545,1,1987.76,753.735014,6000,0
C14546,1,0,554.846112,4400,787.758817
C14547,1,657.05,894.424776,2000,0
C14548,1,83.45,837.430224,7000,1136.000468
C14549,1,0,13001.03715,10000,10630.32102
C14550,0.818182,995.62,767.241839,7500,0
C14551,1,7244.98,6151.929937,6200,0
C14553,1,0,315.553886,1500,204.182088
C14554,0.818182,1200,1654.263363,8000,0
C14555,1,0,974.764661,11500,950.084436
C14556,1,757.8,345.385827,8000,0
C14557,0.545455,158.2,6585.792428,6500,1402.159983
C14558,1,736.24,2267.012612,7000,0
C14559,0.818182,68,3845.144477,3000,0
C14560,1,1900.63,674.748921,4000,0
C14561,1,1257.77,20873.22194,15000,8295.538786
C14562,1,489.24,1660.010795,1000,1010.553199
C14563,1,0,1023.016247,6500,1143.763365
C14564,1,2834.03,1333.71178,6000,0
C14565,1,709.01,716.721864,2000,0
C14566,0.875,56,375.558603,2500,4086.268496
C14567,0.818182,328.7,4256.385553,8000,0
C14568,1,736.26,3636.148663,6000,3120.093926
C14569,1,261.89,309.348573,1700,0
C14570,1,2115.76,1953.639143,4000,0
C14571,1,71.38,547.424357,3000,0
C14572,0.818182,374.4,419.512265,1000,0
C14573,1,0,624.147899,2500,370.248624
C14574,1,1170.48,1078.964657,4500,920.050071
C14575,0.636364,861.9,1426.507994,6000,0
C14576,0.818182,0,382.425723,3000,1087.144848
C14577,1,0,172.645901,500,145.557904
C14578,1,0.01,1071.665067,12000,5942.11917
C14579,0.555556,0,578.821763,3000,2914.767437
C14580,1,4185.94,3836.06844,6000,0
C14581,1,3682.11,3259.008834,10000,0
C14582,1,2000,448.300443,2000,0
C14583,1,0,1601.295316,1050,689.70174
C14584,0.818182,1045.84,530.125935,1850,0
C14585,0.833333,0,329.077571,10000,3189.613873
C14586,1,900.87,92.865469,5500,0
C14587,0.636364,1909.13,1831.935279,2000,0
C14588,1,2214.64,1428.539668,9000,0
C14589,1,1832.92,1425.425074,6500,0
C14590,1,1799.03,1770.472642,10000,0
C14591,1,394.95,339.702306,6000,0
C14592,0.857143,165.5,375.839637,1200,1157.345416
C14593,0.857143,320.01,195.595593,1200,1056.477112
C14594,1,1121.86,3312.219079,3500,1172.195497
C14595,0.636364,231.25,209.115604,4000,0
C14596,1,623.19,719.914581,2800,408.434019
C14597,1,532.93,686.935875,3000,0
C14598,1,188.6,1421.954639,9000,1934.418697
C14599,1,718.44,885.366764,3000,0
C14600,1,2018.13,2575.541309,7000,0
C14601,1,0,865.821715,5000,3179.132724
C14602,1,227.44,316.388557,4500,0
C14603,1,0,1325.649779,10000,1352.783037
C14604,1,1126.32,1136.224986,9000,0
C14606,1,740.75,3281.898514,14000,2238.487012
C14607,1,921.12,1323.776141,6200,0
C14608,0.909091,239.71,358.108438,700,0
C14609,1,0,239.80734,1200,234.105509
C14610,1,0,710.854365,8500,1477.737906
C14611,1,518.31,1141.190295,1200,472.118676
C14612,1,433.31,363.064207,1000,766.872458
C14613,1,1307.18,2167.293003,9000,0
C14614,1,0,4293.062891,7500,6605.075695
C14615,1,898.43,1067.435442,4500,2094.091371
C14616,1,80.44,137.217255,3000,0
C14617,1,0,577.962789,7000,191.834575
C14618,1,159.96,356.317359,4000,601.616399
C14619,1,0,813.686705,3000,99.790116
C14620,0.909091,493.32,471.382074,5000,0
C14621,1,0,428.488182,2500,906.645286
C14622,1,655.68,718.537117,1000,0
C14623,0.909091,0,205.709969,1400,1366.204137
C14624,1,505.48,188.304134,1950,0
C14625,0.727273,43.3,526.604881,7000,0
C14626,1,2955.91,2456.581737,8000,0
C14627,1,153.95,1908.258846,6500,0
C14628,0.166667,272.9,313.913093,6000,0
C14629,1,831.89,381.967601,1200,495.002834
C14630,1,7465.91,2403.16006,18500,0
C14631,1,0,1756.557983,7500,3580.392989
C14632,1,2372.98,659.726225,4500,1465.082446
C14633,0.818182,6200.71,7932.430735,7000,283.476295
C14634,1,0,2021.908233,10000,10187.5226
C14635,1,1545.03,1182.107223,6500,289.630816
C14636,0.727273,350,828.8943,3000,0
C14637,1,709.98,727.104508,1000,0
C14638,1,0,353.686721,1600,118.974129
C14639,1,365.26,3311.192387,8000,4738.30754
C14640,1,11500.94,20122.00545,14000,15133.53213
C14641,0.636364,1554.39,1006.702329,6000,0
C14642,1,2724.76,2600.70524,8500,0
C14643,1,2590.27,1825.405687,2500,0
C14644,0.909091,2092,3476.019003,5181.818182,0
C14645,1,208.41,708.100631,3000,1633.935089
C14646,0.363636,27.99,187.172733,6500,0
C14647,1,178.4,130.650758,2500,0
C14648,0.090909,132,3610.565153,19500,0
C14649,1,0,1428.511775,5000,2318.967259
C14650,0.727273,145.85,263.681773,1000,0
C14651,1,0,797.029627,1200,275.602351
C14652,1,56.38,398.98255,1600,0
C14653,1,0,347.227774,300,254.910338
C14654,0.727273,354,1697.98971,1200,0
C14655,1,1497.2,1453.119488,7000,0
C14656,1,1689.09,2046.509543,6000,1088.523871
C14657,1,3644.35,3879.940821,3500,0
C14658,0.363636,0,4021.956752,7000,155.414239
C14659,0.545455,800.55,1584.89763,7000,0
C14660,1,1580.34,1712.233039,5500,0
C14661,1,443.71,372.548129,1000,0
C14662,1,312.15,671.70656,1500,0
C14663,0.545455,320,559.713369,2500,0
C14664,0.875,157.4,1494.480376,1200,0
C14665,1,8391.55,6322.388249,8500,0
C14666,1,462.75,185.002877,5500,0
C14667,1,11522.9,11082.51429,4500,0
C14668,0.363636,909,340.201751,3000,0
C14669,0.363636,872.7,2411.060444,2500,0
C14670,0.333333,27.98,57.785065,2500,0
C14672,1,993.96,2752.623744,6000,0
C14673,1,499.59,555.286351,2700,0
C14674,1,88.08,453.199092,1500,154.311694
C14675,1,0,274.985583,1500,49.602856
C14676,1,1641.48,3423.435143,7000,1105.875503
C14677,0.875,144,173.881319,1500,0
C14678,1,4126.75,6061.100911,10500,0
C14679,1,3809.71,2837.599645,16500,0
C14680,0.818182,2953.03,3123.296573,5000,0
C14681,1,967.61,1778.725826,5000,581.6512
C14682,1,49.09,1405.747523,6500,1306.110387
C14683,1,1498.28,1343.450205,12000,0
C14684,1,1792.15,2373.896899,11500,4169.060991
C14685,1,511.12,1378.838332,4500,1209.426365
C14686,1,0,1216.465192,4500,433.71918
C14687,0.833333,386,425.996964,1000,0
C14688,1,1076.01,1828.936956,9500,3134.26615
C14689,0.636364,160,197.019336,500,0
C14690,0.666667,0,171.743821,1200,1125.542162
C14691,1,507,6802.892319,8500,8980.648498
C14692,1,0,3208.182454,1500,2828.975383
C14693,0.727273,592.88,1111.148943,12000,0
C14694,1,212.64,1121.381513,2000,272.115509
C14695,1,453.12,1160.859524,5000,2115.036647
C14696,1,0,668.918811,3000,1818.306309
C14697,1,0,810.389383,3000,230.543537
C14698,0.818182,1381.14,1457.406626,2500,0
C14699,1,1248.09,1316.455236,5000,0
C14700,1,348,2893.195013,9000,1940.357907
C14701,1,2617.61,2948.963493,2500,0
C14702,1,1500,2200.280484,2200,0
C14703,1,1423.71,1410.310559,5000,0
C14704,0.363636,201,479.948299,2500,0
C14705,0.875,423.38,813.94163,8000,6739.693779
C14706,1,0,800.677168,6500,154.67204
C14707,1,923.99,8805.280436,8500,3932.272703
C14708,1,159,1620.868564,9000,3983.763805
C14709,0.818182,0,727.929858,3000,482.992567
C14710,1,1307.39,2072.817061,8500,1836.893684
C14711,1,1345.81,2069.156797,9500,3429.450339
C14712,0.818182,2634.7,2295.964836,7500,0
C14713,1,0,766.728773,3500,185.532602
C14714,1,2009.64,1886.871621,16500,0
C14715,0.363636,525.17,515.996856,8500,0
C14716,0.818182,955.87,1201.853087,13500,0
C14717,1,0,412.848153,2000,73.157833
C14718,0.363636,169.24,166.658504,1200,0
C14719,1,1139.2,957.152839,3000,0
C14720,1,110.8,551.431723,3000,0
C14721,1,0,1535.018327,1200,1561.104542
C14722,0.727273,283.15,206.688202,5000,0
C14723,1,390,6537.913767,3200,5876.866242
C14724,1,2153.11,3032.171255,9500,3037.443167
C14725,1,288.47,673.92358,1700,37.454878
C14726,0.181818,345.29,0,1200,887.279827
C14727,1,797.27,1177.010626,6000,180.115216
C14728,1,0,3202.100651,5500,2293.529361
C14729,1,162.28,333.663574,1000,0
C14730,1,75.87,328.843583,1500,1482.699821
C14731,0.272727,0,7094.254317,3000,1275.337159
C14732,1,366.6,335.625679,2000,0
C14733,1,0,462.290269,1200,457.757366
C14734,0.857143,750.19,498.643829,2500,0
C14735,1,0,702.156272,6000,3043.478003
C14736,1,2732.66,2548.494077,16500,0
C14737,1,200,550.95426,1200,0
C14738,1,0,495.667079,2400,159.189426
C14739,1,431.52,417.892105,7000,0
C14740,1,2421.85,1421.087219,9000,0
C14741,0.8,387.66,211.00385,1200,0
C14742,1,338.4,384.287358,1000,0
C14743,1,0,1914.79158,7000,3546.56566
C14744,1,2235.12,1489.016246,10500,0
C14745,1,0,1623.620841,10500,4273.427073
C14746,0.363636,51.16,160.554337,3000,0
C14747,0.909091,203.08,1309.186831,2000,956.776745
C14748,1,747.62,306.649908,2500,1411.613588
C14749,1,0,182.533898,3000,147.48527
C14750,1,62.46,1080.520104,4000,1361.312559
C14751,0.727273,1019,1274.379409,4500,0
C14752,1,0,3810.594316,8000,7625.978921
C14753,0.454545,3649.83,209.217046,7500,0
C14754,0.454545,297.4,595.460601,6000,0
C14755,0,19.25,0,4000,0
C14756,1,1461.15,1334.893122,7500,0
C14757,1,80.44,104.97817,2500,0
C14758,1,374.81,5283.297064,7000,9917.639168
C14759,1,1181.03,1047.448996,4500,0
C14760,0.727273,784,514.650308,10500,0
C14761,1,0,259.780798,1500,127.321884
C14762,0.818182,1402.4,1262.938606,7200,0
C14763,0.363636,0,3338.597271,1200,1161.514855
C14764,1,3398.12,9000.706634,3000,5608.804955
C14765,0.909091,3916.8,3291.567762,3000,107.838419
C14766,0.909091,0,6291.189848,10000,9687.179224
C14767,1,33.4,2508.700414,3700,0
C14768,1,0,769.962086,4000,1182.596884
C14769,1,1293.7,894.932094,1200,0
C14770,1,626.69,786.571498,2500,0
C14771,0.909091,2607.88,1954.784637,4000,73.579253
C14772,1,0,1383.938805,8000,4745.047686
C14773,1,0,883.943797,1200,611.76416
C14774,1,1266.03,729.118157,1800,0
C14775,0.111111,0,0,2500,326.731167
C14776,1,393.49,795.860389,600,787.215403
C14777,1,1384.92,2814.59508,13000,18.807602
C14778,0.636364,1115.92,1506.34522,3500,54.562891
C14779,0.181818,0,9724.871142,2500,1864.566564
C14780,1,0,445.866028,2400,1192.786167
C14781,1,738.65,899.2372,7500,109.368455
C14783,1,0,1751.449835,1500,2773.394382
C14784,1,2161.22,1663.048553,5000,0
C14785,1,0,1116.896212,7700,3354.686368
C14786,1,551.93,437.19547,2500,0
C14787,1,0,809.451322,5000,4021.457424
C14788,1,3380.44,5451.794841,3500,0
C14789,1,1146.74,1273.063087,1000,0
C14790,1,248.74,1082.286757,2500,1814.147021
C14791,1,0,877.767833,6500,925.72976
C14792,1,715.81,694.102974,10000,0
C14793,1,1535.49,778.913464,1000,0
C14794,0.636364,114,123.400772,2700,0
C14795,1,1788.84,40627.59524,18000,90.031207
C14796,1,461.68,282.328051,4500,0
C14797,1,358.49,479.607061,2500,188.234434
C14798,1,86.9,253.775702,7500,0
C14799,1,1867.9,2080.403638,6500,128.429272
C14800,0.909091,553.36,2515.38256,3000,1719.767683
C14802,1,1282.2,1407.623536,1200,0
C14803,1,0,619.975821,1500,272.782072
C14804,0.857143,498.96,414.718951,2500,2364.540395
C14805,1,1858.33,1934.821016,4500,0
C14806,0.545455,354,4555.965464,16500,0
C14807,1,1296.2,18.125527,1800,0
C14808,1,1456,1416.600792,2500,0
C14809,0.909091,175,212.558928,1200,0
C14810,1,0,284.731156,1200,38.249993
C14811,1,450,386.571651,1000,0
C14812,1,0,3566.140224,1200,3393.427055
C14813,1,0,433.218956,2500,838.008227
C14814,1,0,817.050377,3500,759.456509
C14815,1,1582.84,565.380786,2500,0
C14816,1,0,548.182704,3000,1048.972729
C14817,0.181818,27.42,228.417814,1800,0
C14818,1,0,426.206835,1200,105.877591
C14819,0.454545,0,2678.249487,2000,1251.696029
C14820,1,607,466.149713,1200,0
C14821,0.727273,1027.64,1007.971531,6000,0
C14822,1,0,842.814061,1800,180.783929
C14823,1,70,105.954038,1000,0
C14824,1,2196,2142.056177,1800,0
C14825,0.090909,91.26,0,3500,0
C14826,0.666667,480,38.770699,1500,0
C14827,1,282.39,722.645708,1000,0
C14828,0.833333,710.8,364.205524,4900,4620.069456
C14829,1,0,218.648513,1100,115.766104
C14830,0.857143,0,2104.053736,1500,1391.140391
C14831,0.909091,1765.38,1661.464986,9500,0
C14832,1,0,3056.718074,1600,1622.255801
C14833,0.272727,57,164.041195,5000,0
C14834,1,1123.42,4772.462052,4500,1992.271699
C14835,1,5055.77,4826.844372,1900,0
C14836,1,717.24,4002.194556,18000,4718.274895
C14837,1,8168.9,7455.296139,16500,0
C14838,1,548.79,3817.151157,3500,3075.115015
C14839,1,853,784.917897,4000,999.04114
C14841,1,4044.14,6312.820074,6700,0
C14842,1,115.5,446.088328,1200,0
C14843,1,0,1419.130675,9500,1256.712548
C14844,1,345.3,2010.926039,6500,3599.222154
C14845,1,956.05,915.734963,2500,0
C14846,1,0,4930.710131,11500,4561.826799
C14847,0.636364,82.85,100.08381,3500,0
C14848,1,248.75,568.025868,6000,1016.518185
C14849,1,0,13956.71873,11500,12405.2945
C14850,1,400.98,2008.360568,12500,259.046858
